battery,bioname,conductivity,createdAt,light,localname,moisture,temperature,timestamp,id
100,Solanum lycopersicum var. cerasiforme,1818,2024-05-02 02:03:06.183734+07:00,0,Cherry Tomato,49,28.3,1714590187105,-NwpXUpA6do0zeRSP2TX
100,Solanum lycopersicum var. cerasiforme,1818,2024-05-02 02:08:09.130309+07:00,0,Cherry Tomato,49,28.3,1714590491024,-NwpYe-dlQaprmuRkbtS
100,Solanum lycopersicum var. cerasiforme,1821,2024-05-02 02:13:14.193400+07:00,0,Cherry Tomato,49,28.2,1714590795129,-NwpZoGXwDKT5Hz2X8uz
100,Solanum lycopersicum var. cerasiforme,1825,2024-05-02 02:18:18.217187+07:00,0,Cherry Tomato,49,28.1,1714591099067,-Nwp_yTmOVbDrb6wvN_x
100,Solanum lycopersicum var. cerasiforme,1814,2024-05-02 02:23:21.182305+07:00,0,Cherry Tomato,49,28.1,1714591402370,-Nwpb7WxxXDjuRV6DoKm
100,Solanum lycopersicum var. cerasiforme,1832,2024-05-02 02:28:27.131495+07:00,0,Cherry Tomato,49,27.9,1714591708022,-NwpcI8_9VcG27KpGdlV
100,Solanum lycopersicum var. cerasiforme,1807,2024-05-02 02:33:33.310687+07:00,0,Cherry Tomato,49,28.0,1714592014168,-NwpdStBW87Xa9QhGozA
100,Solanum lycopersicum var. cerasiforme,1817,2024-05-02 02:38:36.103759+07:00,0,Cherry Tomato,49,28.0,1714592317160,-NwpebrSZhEEmp0UYtEP
100,Solanum lycopersicum var. cerasiforme,1817,2024-05-02 02:43:42.521800+07:00,0,Cherry Tomato,49,28.0,1714592623373,-Nwpfmc-nabXhKDvAa-I
100,Solanum lycopersicum var. cerasiforme,1814,2024-05-02 02:48:47.085845+07:00,0,Cherry Tomato,49,27.8,1714592927982,-NwpgwzSZdxPPsT68FRQ
100,Solanum lycopersicum var. cerasiforme,1825,2024-05-02 02:53:52.157762+07:00,0,Cherry Tomato,48,27.8,1714593233102,-Nwpi6TYNZJ9oK_d6hyk
100,Solanum lycopersicum var. cerasiforme,1811,2024-05-02 02:58:56.054124+07:00,0,Cherry Tomato,48,27.9,1714593536906,-NwpjGe1wpgBmOrV8KRs
100,Solanum lycopersicum var. cerasiforme,1792,2024-05-02 03:03:59.142968+07:00,0,Cherry Tomato,48,27.8,1714593840007,-NwpkQdoU_CXnPfImJ1l
100,Solanum lycopersicum var. cerasiforme,1814,2024-05-02 03:09:02.126837+07:00,0,Cherry Tomato,49,27.8,1714594142919,-Nwpl_b5clrT0nVmG2HH
100,Solanum lycopersicum var. cerasiforme,1811,2024-05-02 03:14:05.182891+07:00,0,Cherry Tomato,48,27.9,1714594446054,-Nwpmjb7WbNUGlSPip-S
100,Solanum lycopersicum var. cerasiforme,1811,2024-05-02 03:19:08.135160+07:00,0,Cherry Tomato,48,27.9,1714594748930,-NwpntZ6lDVcWdzlaUDe
100,Solanum lycopersicum var. cerasiforme,1807,2024-05-02 03:24:11.090336+07:00,0,Cherry Tomato,48,27.7,1714595051945,-Nwpp2XVuxKs7sun2236
100,Solanum lycopersicum var. cerasiforme,1807,2024-05-02 03:29:14.197958+07:00,0,Cherry Tomato,48,27.7,1714595355048,-NwpqCXT0HFlZv784wxk
100,Solanum lycopersicum var. cerasiforme,1818,2024-05-02 03:34:17.030856+07:00,0,Cherry Tomato,48,27.7,1714595657945,-NwprMUAmwv0Tp2deedz
100,Solanum lycopersicum var. cerasiforme,1807,2024-05-02 03:39:20.090404+07:00,0,Cherry Tomato,48,27.7,1714595961149,-NwpsWVron9XUm1fKt3E
100,Solanum lycopersicum var. cerasiforme,1002,2024-05-02 03:44:24.051251+07:00,0,Cherry Tomato,48,27.5,1714596265014,-NwptffrqzHOBKJR5UuG
100,Solanum lycopersicum var. cerasiforme,1814,2024-05-02 03:49:27.046202+07:00,0,Cherry Tomato,48,27.5,1714596567897,-NwpupdIrtHnkqHaIt8z
100,Solanum lycopersicum var. cerasiforme,1791,2024-05-02 03:54:30.061218+07:00,0,Cherry Tomato,48,27.5,1714596871403,-NwpvzjTSzXvSgRzuh6_
100,Solanum lycopersicum var. cerasiforme,1810,2024-05-02 03:59:34.062336+07:00,0,Cherry Tomato,48,27.6,1714597174887,-Nwpx8pXEP7NrcLNeRHj
100,Solanum lycopersicum var. cerasiforme,1814,2024-05-02 04:04:37.036470+07:00,0,Cherry Tomato,48,27.5,1714597477901,-NwpyIo-ytVq_-O_RvJY
100,Solanum lycopersicum var. cerasiforme,1806,2024-05-02 04:09:40.080551+07:00,0,Cherry Tomato,48,27.4,1714597780946,-NwpzSnCnm9I7y819MIg
100,Solanum lycopersicum var. cerasiforme,1817,2024-05-02 04:14:43.060681+07:00,0,Cherry Tomato,48,27.4,1714598083892,-Nwq-bkeIkl22RdvxO90
100,Solanum lycopersicum var. cerasiforme,1806,2024-05-02 04:19:45.986281+07:00,0,Cherry Tomato,48,27.4,1714598386778,-Nwq0lhUl3CiCBzOTaqd
100,Solanum lycopersicum var. cerasiforme,1806,2024-05-02 04:24:48.989360+07:00,0,Cherry Tomato,48,27.4,1714598689873,-Nwq1vhGoZ_PlYHB41z-
100,Solanum lycopersicum var. cerasiforme,1798,2024-05-02 04:29:52.086516+07:00,0,Cherry Tomato,48,27.3,1714598992951,-Nwq34gUkuOhtirvtG6e
100,Solanum lycopersicum var. cerasiforme,1798,2024-05-02 04:34:55.022292+07:00,0,Cherry Tomato,48,27.3,1714599295889,-Nwq4Ede-QmRgWQ-NC95
100,Solanum lycopersicum var. cerasiforme,1809,2024-05-02 04:39:58.035798+07:00,0,Cherry Tomato,48,27.3,1714599599418,-Nwq5Ok5rR_mqRMhYpfW
100,Solanum lycopersicum var. cerasiforme,1798,2024-05-02 04:45:01.994345+07:00,0,Cherry Tomato,48,27.3,1714599902831,-Nwq6Ypelph-c9_vnC3K
100,Solanum lycopersicum var. cerasiforme,1776,2024-05-02 04:50:05.054353+07:00,0,Cherry Tomato,48,27.3,1714600205872,-Nwq7hoeTIEBpk9JnSc_
100,Solanum lycopersicum var. cerasiforme,1791,2024-05-02 04:55:09.018305+07:00,0,Cherry Tomato,48,27.2,1714600509865,-Nwq8s1_vqBSKjtxgWMS
100,Solanum lycopersicum var. cerasiforme,1798,2024-05-02 05:00:11.978243+07:00,0,Cherry Tomato,48,27.3,1714600812929,-NwqA10qTHjn9EUxCzB4
100,Solanum lycopersicum var. cerasiforme,1791,2024-05-02 05:05:15.070550+07:00,0,Cherry Tomato,48,27.2,1714601115855,-NwqBAz8ERmHZqJDqO8X
100,Solanum lycopersicum var. cerasiforme,1801,2024-05-02 05:10:17.954322+07:00,0,Cherry Tomato,47,27.2,1714601418797,-NwqCKwXzhAHgp7W-eZi
100,Solanum lycopersicum var. cerasiforme,1791,2024-05-02 05:15:21.076016+07:00,0,Cherry Tomato,47,27.2,1714601721941,-NwqDUx7KDhDzHjyYQYF
100,Solanum lycopersicum var. cerasiforme,1791,2024-05-02 05:20:24.085880+07:00,0,Cherry Tomato,47,27.2,1714602024898,-NwqEdv0z141A4tgJ8IQ
100,Solanum lycopersicum var. cerasiforme,1780,2024-05-02 05:25:26.978064+07:00,0,Cherry Tomato,47,27.2,1714602328441,-NwqFo0psjWDEGA78Lr-
100,Solanum lycopersicum var. cerasiforme,1783,2024-05-02 05:30:31.090449+07:00,0,Cherry Tomato,48,27.1,1714602631973,-NwqGy7V5heum5k4mseX
100,Solanum lycopersicum var. cerasiforme,1757,2024-05-02 05:35:34.064280+07:00,0,Cherry Tomato,48,27.2,1714602934902,-NwqI74rvdBoRObi4xFj
100,Solanum lycopersicum var. cerasiforme,1786,2024-05-02 05:40:37.072118+07:00,0,Cherry Tomato,48,27.0,1714603238107,-NwqJH65unJI7LtVksNa
100,Solanum lycopersicum var. cerasiforme,1786,2024-05-02 05:45:40.927843+07:00,0,Cherry Tomato,47,27.0,1714603541822,-NwqKRFl4AWykRLdpVbS
100,Solanum lycopersicum var. cerasiforme,1786,2024-05-02 05:50:43.933372+07:00,0,Cherry Tomato,47,27.0,1714603844780,-NwqLaDTHVlXZpsOV49C
100,Solanum lycopersicum var. cerasiforme,1790,2024-05-02 05:55:46.892695+07:00,56,Cherry Tomato,47,26.9,1714604147706,-NwqMkAtokR4lziXvJI9
100,Solanum lycopersicum var. cerasiforme,1775,2024-05-02 06:00:49.970905+07:00,19,Cherry Tomato,47,27.0,1714604450752,-NwqNu9wEG1iiFmZx5Yo
100,Solanum lycopersicum var. cerasiforme,1775,2024-05-02 06:05:52.898028+07:00,53,Cherry Tomato,47,27.0,1714604753721,-NwqP37goG9YdwG5UGKy
100,Solanum lycopersicum var. cerasiforme,1786,2024-05-02 06:10:55.925778+07:00,164,Cherry Tomato,47,27.0,1714605056741,-NwqQD6KvM-ihPAIqZkf
100,Solanum lycopersicum var. cerasiforme,1775,2024-05-02 06:15:58.904520+07:00,242,Cherry Tomato,47,27.0,1714605359783,-NwqRN5D_AMMaizbVVZ6
100,Solanum lycopersicum var. cerasiforme,1760,2024-05-02 06:21:01.916843+07:00,240,Cherry Tomato,47,27.1,1714605662777,-NwqSX3bCYaY_uLWL3SW
100,Solanum lycopersicum var. cerasiforme,1760,2024-05-02 06:26:04.954353+07:00,240,Cherry Tomato,47,27.1,1714605965812,-NwqTg2UUxBDU9KO2T3u
100,Solanum lycopersicum var. cerasiforme,1775,2024-05-02 06:31:07.870100+07:00,355,Cherry Tomato,47,27.0,1714606268842,-NwqUq1AOx1n93uR0tzE
100,Solanum lycopersicum var. cerasiforme,1780,2024-05-02 06:36:10.941976+07:00,471,Cherry Tomato,47,27.2,1714606571736,-NwqVzzKUfXSpTCA1zro
100,Solanum lycopersicum var. cerasiforme,1757,2024-05-02 06:41:13.864422+07:00,533,Cherry Tomato,47,27.2,1714606874956,-NwqX909qelqea_Up-6A
100,Solanum lycopersicum var. cerasiforme,1768,2024-05-02 06:46:17.860012+07:00,675,Cherry Tomato,47,27.2,1714607178724,-NwqYJADKRVQuA6w-Y9K
100,Solanum lycopersicum var. cerasiforme,1754,2024-05-02 06:51:20.891808+07:00,868,Cherry Tomato,47,27.3,1714607481794,-NwqZT8guyDYlf-O1XW5
100,Solanum lycopersicum var. cerasiforme,1765,2024-05-02 06:56:24.877506+07:00,978,Cherry Tomato,47,27.3,1714607785701,-Nwq_cMBOkXOufIVAYJ_
100,Solanum lycopersicum var. cerasiforme,1754,2024-05-02 07:01:27.919424+07:00,880,Cherry Tomato,47,27.3,1714608088742,-NwqamLFTPIosEXXenlQ
100,Solanum lycopersicum var. cerasiforme,1754,2024-05-02 07:06:30.834290+07:00,833,Cherry Tomato,47,27.3,1714608391631,-NwqbwIEPt4XttSKAlUo
100,Solanum lycopersicum var. cerasiforme,1750,2024-05-02 07:11:33.836306+07:00,962,Cherry Tomato,47,27.4,1714608694756,-Nwqd5IYMLAfVm8HmfXP
100,Solanum lycopersicum var. cerasiforme,1758,2024-05-02 07:16:36.855356+07:00,1072,Cherry Tomato,47,27.5,1714608997710,-NwqeFFtzIJP6XRSj_m0
100,Solanum lycopersicum var. cerasiforme,1744,2024-05-02 07:21:39.819825+07:00,1053,Cherry Tomato,47,27.6,1714609300729,-NwqfPEYy_zStyml1fLd
100,Solanum lycopersicum var. cerasiforme,1758,2024-05-02 07:26:42.946432+07:00,1084,Cherry Tomato,47,27.5,1714609604065,-NwqgZIKI_-CBOmFdIRq
100,Solanum lycopersicum var. cerasiforme,1755,2024-05-02 07:31:46.783649+07:00,1198,Cherry Tomato,47,27.6,1714609907668,-NwqhiQ3GBNyuIxCEiX7
100,Solanum lycopersicum var. cerasiforme,1726,2024-05-02 07:36:49.974302+07:00,1245,Cherry Tomato,47,27.8,1714610210791,-NwqisQWeCcdxziQsXgM
100,Solanum lycopersicum var. cerasiforme,1737,2024-05-02 07:41:52.818038+07:00,1289,Cherry Tomato,47,27.8,1714610513944,-Nwqk1RSFLsh7d0tHd5I
100,Solanum lycopersicum var. cerasiforme,1722,2024-05-02 07:46:56.848760+07:00,1447,Cherry Tomato,47,27.9,1714610817676,-NwqlBaB0RDB90C-ux7W
100,Solanum lycopersicum var. cerasiforme,1730,2024-05-02 07:51:59.833196+07:00,1666,Cherry Tomato,47,28.0,1714611120681,-NwqmLZZ9SvKlUDppseS
100,Solanum lycopersicum var. cerasiforme,1727,2024-05-02 07:57:02.832696+07:00,1787,Cherry Tomato,47,28.1,1714611423714,-NwqnVYPTdvjjjST53DR
100,Solanum lycopersicum var. cerasiforme,1727,2024-05-02 08:02:05.910299+07:00,1767,Cherry Tomato,47,28.1,1714611726962,-Nwqoe_kAKMM1pCGvY6c
100,Solanum lycopersicum var. cerasiforme,1720,2024-05-02 08:07:09.774320+07:00,1892,Cherry Tomato,47,28.3,1714612030657,-Nwqpoj0XQfB7sXQcS1L
100,Solanum lycopersicum var. cerasiforme,1702,2024-05-02 08:12:12.886342+07:00,2108,Cherry Tomato,47,28.5,1714612334381,-NwqqysYbt_9gajWnVBR
100,Solanum lycopersicum var. cerasiforme,1710,2024-05-02 08:17:16.822363+07:00,2313,Cherry Tomato,47,28.6,1714612638630,-Nwqs84_v5QDjMR9v3xY
100,Solanum lycopersicum var. cerasiforme,1696,2024-05-02 08:22:22.935946+07:00,2259,Cherry Tomato,47,28.7,1714612944089,-NwqtIiM7aK8oMpgnBU5
100,Solanum lycopersicum var. cerasiforme,1700,2024-05-02 08:27:26.850121+07:00,2275,Cherry Tomato,47,28.9,1714613247984,-NwquSveV7kR_tp8HqFD
100,Solanum lycopersicum var. cerasiforme,1697,2024-05-02 08:32:32.767757+07:00,2545,Cherry Tomato,47,29.0,1714613553657,-NwqvcYOnqP8ikiW0KUT
100,Solanum lycopersicum var. cerasiforme,1693,2024-05-02 08:37:36.744832+07:00,2649,Cherry Tomato,47,29.1,1714613857853,-NwqwmoxlMhqetPGF3o5
100,Solanum lycopersicum var. cerasiforme,1690,2024-05-02 08:42:40.891975+07:00,2671,Cherry Tomato,47,29.2,1714614163148,-NwqxxLaCycjndahigcJ
100,Solanum lycopersicum var. cerasiforme,1697,2024-05-02 08:47:45.860912+07:00,2760,Cherry Tomato,47,29.3,1714614467028,-Nwqz6YAwugo7lUj9FzS
100,Solanum lycopersicum var. cerasiforme,1687,2024-05-02 08:52:49.722271+07:00,2876,Cherry Tomato,47,29.6,1714614770550,-Nwr-Gdiv4tztuMsNkFZ
100,Solanum lycopersicum var. cerasiforme,1698,2024-05-02 08:57:52.884837+07:00,3075,Cherry Tomato,48,29.6,1714615075643,-Nwr0R5qvAsz3GMJ7yO-
100,Solanum lycopersicum var. cerasiforme,1666,2024-05-02 09:02:57.771183+07:00,3111,Cherry Tomato,47,29.9,1714615378669,-Nwr1a6VHD4bcmsBi3DS
100,Solanum lycopersicum var. cerasiforme,1677,2024-05-02 09:08:01.730071+07:00,3248,Cherry Tomato,47,29.9,1714615682857,-Nwr2kNTl2FASW31trgL
100,Solanum lycopersicum var. cerasiforme,1660,2024-05-02 09:13:05.698291+07:00,3382,Cherry Tomato,47,30.1,1714615987522,-Nwr3ukhOgu3rC7Dq2PE
100,Solanum lycopersicum var. cerasiforme,1678,2024-05-02 09:18:10.710419+07:00,3320,Cherry Tomato,48,30.2,1714616291814,-Nwr542TPq0BCPlAaWYo
100,Solanum lycopersicum var. cerasiforme,1664,2024-05-02 09:23:14.773048+07:00,3328,Cherry Tomato,48,30.3,1714616595720,-Nwr6EEUclxSU6bNQ5e1
100,Solanum lycopersicum var. cerasiforme,1664,2024-05-02 09:28:17.698993+07:00,3366,Cherry Tomato,48,30.3,1714616899527,-Nwr7OPyqfNwfZnSy707
100,Solanum lycopersicum var. cerasiforme,1639,2024-05-02 09:33:21.726314+07:00,3470,Cherry Tomato,48,30.4,1714617202942,-Nwr8YV9bbobuhuyVzDW
100,Solanum lycopersicum var. cerasiforme,1671,2024-05-02 09:38:26.682105+07:00,3468,Cherry Tomato,48,30.4,1714617507498,-Nwr9hqde5XZfTQMzUyQ
100,Solanum lycopersicum var. cerasiforme,1657,2024-05-02 09:43:29.685704+07:00,3536,Cherry Tomato,48,30.5,1714617810882,-NwrAruxu7HSKuyl-53G
100,Solanum lycopersicum var. cerasiforme,1657,2024-05-02 09:48:33.708411+07:00,3501,Cherry Tomato,48,30.8,1714618115511,-NwrC1HsmQMC6qZ7AQmN
100,Solanum lycopersicum var. cerasiforme,1650,2024-05-02 09:53:37.739543+07:00,3397,Cherry Tomato,48,30.7,1714618418737,-NwrDBJcHBpk43_0XtZ_
100,Solanum lycopersicum var. cerasiforme,1647,2024-05-02 09:58:40.785465+07:00,3328,Cherry Tomato,48,30.8,1714618721710,-NwrELHgUjYY5hndi-oa
100,Solanum lycopersicum var. cerasiforme,1654,2024-05-02 10:03:43.738600+07:00,3314,Cherry Tomato,48,30.9,1714619024765,-NwrFVGaJVh-CC9WCa3i
100,Solanum lycopersicum var. cerasiforme,1640,2024-05-02 10:08:47.669388+07:00,3512,Cherry Tomato,48,31.0,1714619328562,-NwrGeRqjDj5-xojXDxN
100,Solanum lycopersicum var. cerasiforme,1661,2024-05-02 10:13:50.666173+07:00,3913,Cherry Tomato,48,31.0,1714619631508,-NwrHoPGN9-nXiYmd5Yx
100,Solanum lycopersicum var. cerasiforme,1633,2024-05-02 10:18:53.710530+07:00,3623,Cherry Tomato,48,31.2,1714619934483,-NwrIyNLM6-OBIUTpvWG
100,Solanum lycopersicum var. cerasiforme,1633,2024-05-02 10:23:56.691647+07:00,3845,Cherry Tomato,48,31.2,1714620237555,-NwrK7Mnve_x8Qr4tpoy
100,Solanum lycopersicum var. cerasiforme,1651,2024-05-02 10:28:59.700196+07:00,3260,Cherry Tomato,48,31.3,1714620540603,-NwrLHLwulwFc4ZGTnUS
100,Solanum lycopersicum var. cerasiforme,1647,2024-05-02 10:34:02.703017+07:00,4210,Cherry Tomato,48,31.4,1714620843761,-NwrMRMVSYNMsz3LrVPM
100,Solanum lycopersicum var. cerasiforme,1620,2024-05-02 10:39:06.643181+07:00,3800,Cherry Tomato,48,31.6,1714621147519,-NwrNaWxcsOxNWmFFTNz
100,Solanum lycopersicum var. cerasiforme,1363,2024-05-02 10:44:09.674286+07:00,3592,Cherry Tomato,57,31.6,1714621451538,-NwrOkkFt5MLPaL3HDEL
100,Solanum lycopersicum var. cerasiforme,1262,2024-05-02 10:49:13.778304+07:00,4032,Cherry Tomato,53,30.9,1714621754580,-NwrPujDKXBLkmVSJNuw
100,Solanum lycopersicum var. cerasiforme,1252,2024-05-02 10:54:18.870135+07:00,4181,Cherry Tomato,53,30.7,1714622059886,-NwrR4GhJTEZQH3qNR8u
100,Solanum lycopersicum var. cerasiforme,1247,2024-05-02 10:59:22.714299+07:00,4289,Cherry Tomato,52,30.6,1714622363608,-NwrSEPvjezGeiU5y8AF
100,Solanum lycopersicum var. cerasiforme,1242,2024-05-02 11:04:26.817509+07:00,4531,Cherry Tomato,53,30.5,1714622667671,-NwrTOeGnaoJ49G3FMat
100,Solanum lycopersicum var. cerasiforme,1234,2024-05-02 11:09:30.819851+07:00,3498,Cherry Tomato,53,30.8,1714622972748,-NwrUZ88B4Qeq89GvcFm
100,Solanum lycopersicum var. cerasiforme,1237,2024-05-02 11:14:35.721380+07:00,3949,Cherry Tomato,53,30.7,1714623276836,-NwrViNQ4G6txkja0rLr
100,Solanum lycopersicum var. cerasiforme,1237,2024-05-02 11:19:39.834234+07:00,4531,Cherry Tomato,53,30.7,1714623580944,-NwrWscBd7LUiwldXHqf
100,Solanum lycopersicum var. cerasiforme,1217,2024-05-02 11:24:45.761900+07:00,3818,Cherry Tomato,53,30.9,1714623886747,-NwrY2HCNcF4pZAQczMO
100,Solanum lycopersicum var. cerasiforme,1206,2024-05-02 11:29:50.675466+07:00,3789,Cherry Tomato,53,31.0,1714624191545,-NwrZCgvoBQ5LIGNUPPZ
100,Solanum lycopersicum var. cerasiforme,1209,2024-05-02 11:34:53.701763+07:00,3967,Cherry Tomato,53,31.2,1714624494636,-Nwr_MfaII7ZTVTsmAUW
100,Solanum lycopersicum var. cerasiforme,1192,2024-05-02 11:39:56.589551+07:00,3818,Cherry Tomato,53,31.3,1714624797418,-NwraWbenetamdv5pP7Y
100,Solanum lycopersicum var. cerasiforme,1190,2024-05-02 11:45:00.620255+07:00,3607,Cherry Tomato,53,31.4,1714625102559,-Nwrbg6ROz0JEzLNvwjF
100,Solanum lycopersicum var. cerasiforme,1199,2024-05-02 11:50:04.692535+07:00,4111,Cherry Tomato,53,31.6,1714625405554,-Nwrcq4yBmUBC7yC2Phz
100,Solanum lycopersicum var. cerasiforme,1187,2024-05-02 11:55:07.644235+07:00,4248,Cherry Tomato,53,31.8,1714625708626,-Nwre-47r2h0ac1FxW6k
100,Solanum lycopersicum var. cerasiforme,1184,2024-05-02 12:00:10.602986+07:00,4086,Cherry Tomato,52,31.9,1714626011550,-Nwrf91TvCCUI4ewXfZq
100,Solanum lycopersicum var. cerasiforme,1196,2024-05-02 12:05:13.651783+07:00,3741,Cherry Tomato,52,32.0,1714626314517,-NwrgJ-HAocbowKzqjyl
100,Solanum lycopersicum var. cerasiforme,1187,2024-05-02 12:10:16.532015+07:00,3734,Cherry Tomato,52,32.1,1714626617670,-NwrhT-wugsu5kxUgBTR
100,Solanum lycopersicum var. cerasiforme,1177,2024-05-02 12:15:21.645983+07:00,3403,Cherry Tomato,52,32.2,1714626922601,-NwricSb97UoCYQatGn8
100,Solanum lycopersicum var. cerasiforme,1174,2024-05-02 12:20:26.590090+07:00,3255,Cherry Tomato,52,32.3,1714627227596,-NwrjmutEyJxDUCV0b-U
100,Solanum lycopersicum var. cerasiforme,1179,2024-05-02 12:25:29.579811+07:00,2970,Cherry Tomato,51,32.4,1714627530525,-NwrkwsSZAO7Trlh9yMH
100,Solanum lycopersicum var. cerasiforme,1186,2024-05-02 12:30:32.946070+07:00,2954,Cherry Tomato,52,32.4,1714627833770,-Nwrm5uo0zeWh3gh2Z7B
100,Solanum lycopersicum var. cerasiforme,1186,2024-05-02 12:35:39.593593+07:00,2879,Cherry Tomato,52,32.4,1714628140578,-NwrnGoeFrXlHcIuajkP
100,Solanum lycopersicum var. cerasiforme,1174,2024-05-02 12:40:44.003818+07:00,2571,Cherry Tomato,51,32.6,1714628445074,-NwroR9GoTLBfVBNHZkb
100,Solanum lycopersicum var. cerasiforme,1181,2024-05-02 12:45:48.673854+07:00,2778,Cherry Tomato,51,32.6,1714628750075,-NwrpabgOkg_Gj7sFnK9
100,Solanum lycopersicum var. cerasiforme,1174,2024-05-02 12:50:52.665333+07:00,2973,Cherry Tomato,51,32.6,1714629053588,-NwrqkiLAcYjlatr_vFn
100,Solanum lycopersicum var. cerasiforme,1169,2024-05-02 12:55:56.630278+07:00,3089,Cherry Tomato,51,32.8,1714629357574,-Nwrruw3tP66Uemk7oCt
100,Solanum lycopersicum var. cerasiforme,1159,2024-05-02 13:00:59.566282+07:00,2674,Cherry Tomato,51,32.9,1714629660522,-Nwrt3ti0uWQwxbRpSMs
100,Solanum lycopersicum var. cerasiforme,1167,2024-05-02 13:06:03.633446+07:00,2892,Cherry Tomato,51,32.9,1714629964583,-NwruE7gLM7U6xiQ8JnD
100,Solanum lycopersicum var. cerasiforme,1162,2024-05-02 13:11:09.709540+07:00,3430,Cherry Tomato,51,33.1,1714630270612,-NwrvOqIK_3K-xdcHLmG
100,Solanum lycopersicum var. cerasiforme,1157,2024-05-02 13:16:12.781995+07:00,3081,Cherry Tomato,51,33.0,1714630574246,-NwrwYyKzov_C_k0zTj0
100,Solanum lycopersicum var. cerasiforme,1085,2024-05-03 01:08:43.870351+07:00,3,Cherry Tomato,45,29.3,1714673325186,-NwuUdCWqouxatQ6ud-O
100,Solanum lycopersicum var. cerasiforme,1077,2024-05-03 01:13:47.890634+07:00,0,Cherry Tomato,45,29.3,1714673628702,-NwuVnJDhrdE4bvoLWSp
100,Solanum lycopersicum var. cerasiforme,1053,2024-05-03 01:18:50.873089+07:00,0,Cherry Tomato,45,29.3,1714673931749,-NwuWxI7VYieZIZ9ynT2
100,Solanum lycopersicum var. cerasiforme,1077,2024-05-03 01:23:53.939250+07:00,0,Cherry Tomato,45,29.3,1714674234808,-NwuY6HZSR3iY7P-5nR7
100,Solanum lycopersicum var. cerasiforme,1081,2024-05-03 01:28:57.030504+07:00,0,Cherry Tomato,45,29.1,1714674538081,-NwuZGKKz9VBTJuOk8tU
100,Solanum lycopersicum var. cerasiforme,1079,2024-05-03 01:34:00.906341+07:00,0,Cherry Tomato,44,29.2,1714674841745,-Nwu_QSlrR8aTuaySjA_
100,Solanum lycopersicum var. cerasiforme,1079,2024-05-03 01:39:05.948179+07:00,0,Cherry Tomato,45,29.2,1714675146821,-Nwua_wsKQXUGYGfux39
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 01:44:08.794142+07:00,0,Cherry Tomato,45,29.0,1714675449678,-NwubjsulMiJwqMhswyh
100,Solanum lycopersicum var. cerasiforme,1081,2024-05-03 01:49:11.949052+07:00,0,Cherry Tomato,44,29.1,1714675752896,-NwuctuozkxscOy_Y3vb
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 01:54:15.857428+07:00,0,Cherry Tomato,44,29.0,1714676056755,-Nwue35NQ2jzmJSihD7u
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 01:59:19.849531+07:00,0,Cherry Tomato,45,29.0,1714676360735,-NwufDJ9jYuVF0phY0Vv
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 02:04:22.862512+07:00,0,Cherry Tomato,44,29.0,1714676663716,-NwugNHGQ-RQC5ehYeH1
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 02:09:25.764487+07:00,0,Cherry Tomato,44,29.0,1714676966892,-NwuhXILBe__O_Rj_D8I
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 02:14:29.920340+07:00,0,Cherry Tomato,44,29.0,1714677270835,-NwuigVVgxfQtvOuhyAs
100,Solanum lycopersicum var. cerasiforme,1085,2024-05-03 02:19:40.307591+07:00,0,Cherry Tomato,44,28.9,1714677581169,-NwujsGV_FX7nJaBDhdT
100,Solanum lycopersicum var. cerasiforme,1083,2024-05-03 02:24:44.042885+07:00,0,Cherry Tomato,45,29.0,1714677884917,-Nwul1QbK5GaA_McURVV
100,Solanum lycopersicum var. cerasiforme,1085,2024-05-03 02:29:48.980935+07:00,0,Cherry Tomato,44,28.9,1714678189790,-NwumBrRBqiPtszdiX_a
100,Solanum lycopersicum var. cerasiforme,1077,2024-05-03 02:34:51.831174+07:00,0,Cherry Tomato,44,28.9,1714678493032,-NwunLtKwoh-GBokxbu1
100,Solanum lycopersicum var. cerasiforme,1096,2024-05-03 02:39:58.854369+07:00,0,Cherry Tomato,44,28.8,1714678799704,-NwuoWko8aKhV4IKU8Kc
100,Solanum lycopersicum var. cerasiforme,1085,2024-05-03 02:45:01.993346+07:00,0,Cherry Tomato,43,28.9,1714679102867,-Nwupfm1B4lltqMyZs8T
100,Solanum lycopersicum var. cerasiforme,1085,2024-05-03 02:50:06.772423+07:00,0,Cherry Tomato,44,28.9,1714679407587,-NwuqqAE5DEcnDMnxVyH
100,Solanum lycopersicum var. cerasiforme,1079,2024-05-03 02:55:14.016834+07:00,0,Cherry Tomato,44,28.8,1714679714855,-Nwus0BRtBO7ILEwdy5-
100,Solanum lycopersicum var. cerasiforme,1088,2024-05-03 03:00:17.839737+07:00,0,Cherry Tomato,44,28.8,1714680018661,-NwutAMH9tI4AwW1Qhx5
100,Solanum lycopersicum var. cerasiforme,1090,2024-05-03 03:05:21.919173+07:00,0,Cherry Tomato,43,28.7,1714680322790,-NwuuKbKIcOnybjPbgxG
