date,crop,plant_id,treatment,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,soil_moisture_pct,soil_temperature_c,soil_ec_us_cm,solar_radiation_w_m2,air_temperature_c,relative_humidity_pct,flower_count,fruit_count,harvested_fruit_count,total_harvest_weight_source_unit,quality_flag
2023-11-23,Tomato,131,T15_N1P1K2,14.0,19.0,39.0,6.51,15.8,25.5,198.0,11.5,25.5,53.0,0.0,0.0,0.0,0.0,ok
2023-11-23,Tomato,134,T16_N1P2K0,30.0,42.0,84.0,6.8,23.3,26.3,420.0,19.3,26.1,48.9,0.0,0.0,0.0,0.0,ok
2023-11-23,Tomato,135,T20_N2P0K1,59.0,84.0,172.0,6.73,19.1,27.9,827.0,21.1,27.0,46.9,0.0,0.0,0.0,0.0,ok
2023-11-23,Tomato,135,T20_N2P0K1,59.0,84.0,172.0,6.73,19.1,27.9,827.0,21.1,27.0,46.9,0.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,1,T26_N2P2K1,8.0,12.0,25.0,6.68,21.9,25.8,126.0,33.9,22.5,61.3,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,2,T6_N0P1K2,6.0,9.0,19.0,6.68,19.1,22.9,95.0,33.7,22.7,61.4,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,3,T21_N2P0K2,26.0,36.0,73.0,6.28,33.0,26.1,369.0,20.1,26.2,49.4,9.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,5,T18_N1P2K2,4.0,6.0,12.0,7.0,18.2,23.7,64.0,34.2,23.0,60.7,7.0,2.0,0.0,0.0,ok
2023-11-30,Tomato,6,T7_N0P2K0,2.0,3.0,6.0,6.86,1.3,24.0,32.0,31.8,23.1,61.1,4.0,2.0,0.0,0.0,ok
2023-11-30,Tomato,7,T16_N1P2K0,17.0,24.0,49.0,6.76,15.8,26.1,248.0,20.9,26.0,49.4,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,10,T19_N2P0K0,11.0,16.0,33.0,6.86,11.3,24.1,166.0,32.3,23.3,59.0,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,11,T6_N0P1K2,12.0,18.0,35.0,7.0,9.3,24.5,177.0,33.0,23.4,61.2,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,12,T4_N0P1K0,29.0,41.0,82.0,6.8,19.2,26.1,411.0,33.0,25.6,51.1,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,15,T13_N1P1K0,26.0,37.0,75.0,6.69,15.2,24.5,375.0,28.1,23.4,58.9,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,16,T3_N0P0K2,26.0,37.0,74.0,6.82,4.8,24.1,371.0,34.8,23.5,60.0,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,17,T20_N2P0K1,45.0,63.0,127.0,6.62,22.5,26.1,637.0,31.1,25.5,53.0,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,20,T5_N0P1K1,14.0,20.0,40.0,7.16,21.9,24.5,204.0,30.1,23.5,61.8,8.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,21,T25_N2P2K0,20.0,28.0,56.0,7.0,2.8,24.1,285.0,45.5,23.9,61.8,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,22,T3_N0P0K2,1.0,2.0,4.0,6.57,0.4,26.9,23.0,22.0,25.2,55.7,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,25,T8_N0P2K1,6.0,8.0,16.0,6.72,3.6,28.1,84.0,55.9,26.4,52.6,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,26,T25_N2P2K0,0.0,0.0,1.0,6.71,1.7,28.1,6.0,42.7,25.9,54.1,6.0,0.0,0.0,0.0,zero_sensor_value
2023-11-30,Tomato,27,T16_N1P2K0,22.0,31.0,62.0,6.54,29.0,26.9,311.0,22.9,25.1,53.9,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,30,T2_N0P0K1,0.0,0.0,1.0,6.77,0.2,27.3,9.0,53.1,25.8,53.3,7.0,0.0,0.0,0.0,zero_sensor_value
2023-11-30,Tomato,31,T15_N1P1K2,9.0,13.0,27.0,6.81,0.0,26.1,139.0,52.7,25.9,53.7,6.0,0.0,0.0,0.0,zero_sensor_value
2023-11-30,Tomato,32,T20_N2P0K1,15.0,22.0,44.0,6.69,5.1,26.5,221.0,22.0,26.1,50.0,8.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,35,T24_N2P1K2,9.0,13.0,27.0,6.56,23.1,24.9,138.0,32.8,25.9,54.5,9.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,36,T23_N2P1K1,8.0,12.0,24.0,6.65,5.9,25.7,119.0,35.9,26.0,52.9,8.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,37,T23_N2P1K1,45.0,63.0,127.0,6.62,19.0,26.9,639.0,20.4,26.9,50.2,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,40,T10_N1P0K0,22.0,30.0,62.0,6.57,13.1,24.9,311.0,25.9,26.0,52.7,11.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,41,T9_N0P2K2,7.0,10.0,20.0,6.65,9.5,24.9,102.0,42.9,25.7,54.2,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,42,T3_N0P0K2,16.0,22.0,45.0,6.41,21.9,26.9,230.0,50.8,26.5,49.7,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,45,T22_N2P1K0,10.0,14.0,28.0,6.82,20.7,25.7,141.0,66.6,26.6,50.6,9.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,46,T6_N0P1K2,15.0,21.0,43.0,6.79,18.2,25.3,214.0,64.0,26.7,53.1,8.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,47,T1_N0P0K0,29.0,41.0,82.0,6.75,11.2,27.3,411.0,21.9,25.3,55.6,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,50,T10_N1P0K0,8.0,12.0,24.0,6.74,19.1,25.8,123.0,28.0,26.8,51.5,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,51,T4_N0P1K0,21.0,30.0,60.0,6.75,13.7,25.7,303.0,24.5,26.6,51.2,8.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,52,T12_N1P0K2,61.0,84.0,171.0,6.68,17.7,26.5,862.0,21.9,25.2,55.9,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,55,T4_N0P1K0,45.0,63.0,127.0,6.74,11.7,25.3,637.0,60.9,26.4,51.9,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,56,T12_N1P0K2,16.0,23.0,47.0,6.62,9.9,26.1,235.0,60.6,26.5,55.0,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,57,T5_N0P1K1,32.0,45.0,90.0,6.46,14.4,26.1,453.0,22.5,25.2,55.4,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,60,T27_N2P2K2,11.0,16.0,33.0,6.54,22.3,24.4,167.0,23.1,26.9,50.8,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,61,T2_N0P0K1,22.0,30.0,60.0,6.65,15.3,24.9,305.0,54.9,26.4,51.5,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,62,T21_N2P0K2,33.0,46.0,93.0,7.0,16.1,26.5,634.0,21.0,25.1,55.4,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,65,T3_N0P0K2,13.0,19.0,38.0,6.7,20.6,24.5,193.0,72.7,26.6,52.5,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,66,T8_N0P2K1,20.0,28.0,57.0,6.49,23.9,24.9,284.0,27.8,26.4,52.7,2.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,67,T17_N1P2K1,33.0,47.0,94.0,6.85,21.2,26.5,469.0,30.7,25.0,55.7,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,70,T22_N2P1K0,28.0,39.0,79.0,6.73,16.8,24.9,396.0,57.6,26.2,51.9,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,71,T5_N0P1K1,12.0,17.0,34.0,6.68,1.5,26.1,174.0,26.2,26.2,51.1,6.0,1.0,0.0,0.0,ok
2023-11-30,Tomato,72,T17_N1P2K1,45.0,64.0,128.0,6.71,16.8,26.5,643.0,22.6,24.7,57.0,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,75,T4_N0P1K0,13.0,18.0,37.0,6.68,21.7,26.5,185.0,26.0,26.2,53.2,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,76,T23_N2P1K1,33.0,47.0,94.0,6.72,4.6,26.5,470.0,26.0,26.6,51.2,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,77,T11_N1P0K1,9.0,12.0,25.0,6.88,15.6,25.6,130.0,23.0,24.6,56.8,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,80,T22_N2P1K0,3.0,4.0,9.0,6.71,4.4,26.5,47.0,34.2,26.3,55.1,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,81,T12_N1P0K2,12.0,17.0,34.0,6.59,22.0,25.3,174.0,35.1,26.1,54.2,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,82,T7_N0P2K0,28.0,40.0,80.0,6.5,28.9,26.5,400.0,21.8,25.0,55.3,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,85,T17_N1P2K1,20.0,27.0,56.0,6.49,21.4,22.7,277.0,36.2,24.5,55.1,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,86,T2_N0P0K1,27.0,39.0,78.0,6.6,20.0,23.5,393.0,36.3,24.4,56.6,0.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,87,T5_N0P1K1,10.0,14.0,29.0,6.56,21.1,26.9,145.0,43.7,25.5,55.3,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,90,T4_N0P1K0,12.0,16.0,33.0,6.74,24.4,23.5,170.0,25.2,24.8,54.6,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,91,T10_N1P0K0,24.0,33.0,67.0,7.0,17.0,24.3,336.0,28.1,25.0,54.4,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,92,T5_N0P1K1,27.0,38.0,76.0,6.75,18.3,26.9,377.0,46.6,25.7,53.1,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,95,T2_N0P0K1,13.0,18.0,38.0,6.82,20.0,24.7,190.0,30.8,25.2,53.3,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,96,T6_N0P1K2,13.0,19.0,39.0,6.74,23.5,24.3,196.0,28.1,25.5,52.3,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,97,T27_N2P2K2,12.0,18.0,36.0,6.6,23.7,23.9,178.0,76.5,26.0,53.0,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,100,T1_N0P0K0,7.0,10.0,21.0,6.53,19.5,24.7,107.0,65.6,27.2,51.4,5.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,101,T24_N2P1K2,45.0,63.0,127.0,6.54,12.7,25.9,638.0,43.1,28.1,47.6,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,102,T24_N2P1K2,30.0,42.0,85.0,6.49,10.5,26.7,425.0,28.9,27.6,45.0,9.0,1.0,0.0,0.0,ok
2023-11-30,Tomato,105,T19_N2P0K0,17.0,24.0,49.0,6.6,0.2,26.5,248.0,50.8,24.7,56.7,7.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,106,T21_N2P0K2,20.0,29.0,57.0,6.71,22.0,25.5,287.0,21.6,25.8,48.5,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,107,T9_N0P2K2,11.0,15.0,31.0,6.67,23.3,26.3,155.0,52.5,26.1,47.0,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,110,T25_N2P2K0,10.0,14.0,28.0,6.84,21.3,27.1,141.0,54.5,26.0,49.8,2.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,111,T15_N1P1K2,8.0,11.0,23.0,6.83,22.1,25.9,115.0,45.6,26.3,46.6,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,112,T25_N2P2K0,20.0,29.0,58.0,6.77,21.8,25.6,291.0,33.4,26.9,47.5,0.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,115,T19_N2P0K0,28.0,40.0,81.0,6.69,20.4,25.5,403.0,54.7,27.3,46.5,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,116,T26_N2P2K1,14.0,20.0,41.0,6.69,19.8,25.5,208.0,45.0,27.1,47.8,6.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,117,T12_N1P0K2,25.0,35.0,71.0,5.94,21.0,25.1,357.0,61.0,26.7,49.7,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,120,T18_N1P2K2,13.0,18.0,37.0,6.72,19.7,27.1,183.0,67.2,26.6,48.5,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,121,T16_N1P2K0,31.0,44.0,89.0,6.79,11.9,26.3,446.0,71.3,26.7,46.1,0.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,122,T14_N1P1K1,21.0,29.0,58.0,6.6,24.8,25.9,293.0,68.9,26.9,47.8,2.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,126,T24_N2P1K2,18.0,25.0,50.0,6.42,26.1,25.7,252.0,48.3,25.2,57.7,0.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,127,T20_N2P0K1,19.0,27.0,56.0,6.71,24.9,25.1,277.0,29.3,25.5,47.9,3.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,130,T13_N1P1K0,32.0,45.0,91.0,6.74,17.1,25.1,459.0,53.8,25.2,50.0,4.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,131,T15_N1P1K2,31.0,44.0,88.0,6.5,19.7,25.3,446.0,22.5,25.5,52.3,1.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,132,T21_N2P0K2,25.0,36.0,72.0,6.49,22.1,26.1,360.0,22.7,25.6,52.8,1.0,0.0,0.0,0.0,ok
2023-11-30,Tomato,135,T20_N2P0K1,23.0,33.0,67.0,6.7,14.1,26.5,337.0,46.2,26.0,52.1,4.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,1,T26_N2P2K1,6.0,8.0,17.0,6.7,24.3,22.5,89.0,23.1,22.6,72.1,9.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,2,T6_N0P1K2,23.0,32.0,64.0,6.27,19.3,20.1,322.0,21.3,23.2,66.0,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,3,T21_N2P0K2,18.0,25.0,51.0,6.51,23.5,20.1,256.0,20.5,23.2,68.4,8.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,5,T18_N1P2K2,26.0,37.0,74.0,7.46,11.3,20.5,369.0,20.2,23.2,68.6,10.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,6,T7_N0P2K0,4.0,6.0,13.0,6.87,4.3,20.9,70.0,21.1,23.2,66.7,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,7,T16_N1P2K0,9.0,13.0,27.0,7.0,12.8,21.3,134.0,22.5,23.3,66.4,9.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,10,T19_N2P0K0,31.0,44.0,87.0,6.83,6.1,21.7,445.0,25.4,23.4,67.3,7.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,11,T6_N0P1K2,13.0,18.0,36.0,7.0,19.2,21.3,179.0,22.2,23.4,66.0,7.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,12,T4_N0P1K0,6.0,8.0,17.0,6.87,14.9,21.3,83.0,23.5,23.4,63.7,7.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,15,T13_N1P1K0,32.0,46.0,91.0,6.79,10.7,21.7,456.0,22.5,23.2,64.5,8.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,16,T3_N0P0K2,19.0,27.0,55.0,6.79,20.6,21.0,277.0,21.8,22.9,64.2,6.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,17,T20_N2P0K1,16.0,22.0,45.0,6.61,22.3,20.5,223.0,22.6,22.8,66.7,7.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,20,T5_N0P1K1,45.0,63.0,127.0,7.0,12.2,20.9,634.0,20.7,22.7,67.7,6.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,21,T25_N2P2K0,20.0,28.0,57.0,6.67,19.4,21.3,286.0,19.4,22.7,68.7,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,22,T3_N0P0K2,9.0,13.0,26.0,6.72,6.7,23.0,132.0,23.5,26.3,54.4,5.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,25,T8_N0P2K1,11.0,15.0,30.0,6.53,21.0,22.6,154.0,33.1,26.1,55.8,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,26,T25_N2P2K0,23.0,32.0,66.0,6.63,21.5,22.6,326.0,33.0,25.6,56.6,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,27,T16_N1P2K0,13.0,19.0,38.0,6.59,19.3,22.6,190.0,36.8,25.2,59.0,8.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,30,T2_N0P0K1,9.0,13.0,27.0,6.82,19.1,21.8,138.0,34.5,24.8,61.1,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,31,T15_N1P1K2,18.0,25.0,51.0,6.84,20.3,21.4,253.0,32.4,24.5,64.0,7.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,32,T20_N2P0K1,17.0,24.0,47.0,6.83,16.8,21.0,234.0,23.3,24.2,65.2,6.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,35,T24_N2P1K2,14.0,20.0,41.0,6.3,22.6,20.2,206.0,23.1,24.1,62.6,9.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,36,T23_N2P1K1,18.0,25.0,50.0,6.16,21.3,20.2,252.0,31.6,23.9,66.1,8.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,37,T23_N2P1K1,19.0,27.0,55.0,6.34,23.8,20.7,277.0,20.9,23.5,65.5,8.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,40,T10_N1P0K0,20.0,29.0,58.0,6.64,14.1,21.7,291.0,29.5,23.3,68.9,7.0,8.0,0.0,0.0,ok
2023-12-06,Tomato,41,T9_N0P2K2,15.0,22.0,45.0,6.76,0.1,21.7,226.0,21.3,23.1,66.2,8.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,42,T3_N0P0K2,21.0,30.0,60.0,6.51,23.0,21.7,303.0,21.2,22.9,67.3,4.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,45,T22_N2P1K0,22.0,31.0,62.0,6.51,24.1,22.6,314.0,26.7,25.8,50.9,9.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,46,T6_N0P1K2,16.0,22.0,45.0,6.84,21.2,21.8,226.0,25.6,25.3,52.4,9.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,47,T1_N0P0K0,21.0,29.0,59.0,6.66,17.6,21.8,295.0,28.3,25.0,58.3,3.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,50,T10_N1P0K0,14.0,20.0,39.0,6.64,22.4,22.6,201.0,28.3,25.0,55.5,4.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,51,T4_N0P1K0,12.0,17.0,34.0,6.47,7.7,22.4,171.0,32.0,24.3,55.8,8.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,52,T12_N1P0K2,20.0,29.0,58.0,6.46,18.7,22.4,291.0,31.1,24.2,57.5,5.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,55,T4_N0P1K0,19.0,27.0,54.0,6.74,23.5,23.2,270.0,31.8,24.3,56.2,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,56,T12_N1P0K2,13.0,19.0,38.0,6.64,8.4,23.2,192.0,34.0,24.3,58.1,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,57,T5_N0P1K1,16.0,23.0,46.0,6.51,17.5,23.2,232.0,34.5,24.5,58.9,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,60,T27_N2P2K2,23.0,33.0,66.0,6.73,23.3,23.2,332.0,33.6,24.6,55.2,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,61,T2_N0P0K1,45.0,63.0,127.0,7.0,15.6,23.1,636.0,35.1,24.7,57.0,6.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,62,T21_N2P0K2,12.0,17.0,34.0,6.72,18.4,23.2,173.0,34.5,24.7,55.4,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,65,T3_N0P0K2,11.0,16.0,33.0,6.78,27.4,22.8,169.0,27.2,25.0,51.9,5.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,66,T8_N0P2K1,13.0,19.0,38.0,6.77,23.9,23.2,193.0,29.4,25.2,51.1,5.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,67,T17_N1P2K1,24.0,33.0,67.0,6.78,34.8,24.0,340.0,27.3,25.3,51.8,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,70,T22_N2P1K0,18.0,25.0,50.0,6.7,3.0,23.6,256.0,27.5,25.3,52.5,5.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,71,T5_N0P1K1,15.0,21.0,43.0,6.77,20.4,23.2,218.0,28.9,25.3,52.0,4.0,5.0,0.0,0.0,ok
2023-12-06,Tomato,72,T17_N1P2K1,8.0,12.0,25.0,6.49,22.2,23.2,123.0,27.2,25.3,55.4,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,75,T4_N0P1K0,16.0,22.0,45.0,6.7,19.9,23.2,226.0,31.2,25.0,55.8,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,76,T23_N2P1K1,29.0,40.0,80.0,6.53,23.5,23.6,406.0,30.6,24.9,55.7,6.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,77,T11_N1P0K1,29.0,41.0,83.0,6.78,14.8,24.0,415.0,30.2,24.9,54.6,6.0,1.0,0.0,0.0,ok
2023-12-06,Tomato,80,T22_N2P1K0,22.0,31.0,62.0,6.69,20.6,23.2,314.0,28.9,24.8,56.2,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,81,T12_N1P0K2,12.0,17.0,35.0,7.0,25.0,23.2,175.0,29.7,24.8,54.6,4.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,82,T7_N0P2K0,18.0,25.0,50.0,6.71,18.2,23.2,257.0,29.5,24.9,55.6,7.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,85,T17_N1P2K1,18.0,25.0,51.0,6.84,25.1,22.6,255.0,20.9,24.7,53.7,3.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,86,T2_N0P0K1,13.0,19.0,38.0,6.77,27.3,22.4,194.0,24.5,24.4,54.9,0.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,87,T5_N0P1K1,20.0,28.0,55.0,6.68,24.0,22.4,279.0,28.9,24.3,55.8,6.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,90,T4_N0P1K0,24.0,34.0,68.0,6.73,21.2,23.2,340.0,33.9,24.2,56.5,5.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,91,T10_N1P0K0,5.0,7.0,14.0,6.66,21.2,23.2,73.0,31.3,23.8,55.7,7.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,92,T5_N0P1K1,16.0,23.0,47.0,6.87,17.6,23.6,232.0,34.8,23.7,58.2,2.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,95,T2_N0P0K1,8.0,11.0,23.0,6.6,18.2,24.0,118.0,33.6,23.6,57.3,6.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,96,T6_N0P1K2,12.0,17.0,34.0,6.7,20.7,23.2,173.0,33.4,23.7,55.2,5.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,97,T27_N2P2K2,5.0,7.0,14.0,6.69,16.6,22.8,75.0,32.6,23.7,55.0,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,100,T1_N0P0K0,6.0,9.0,18.0,6.56,22.4,24.0,91.0,30.5,23.7,56.0,3.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,101,T24_N2P1K2,45.0,63.0,127.0,6.6,17.7,24.0,635.0,30.6,23.7,56.9,6.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,102,T24_N2P1K2,15.0,21.0,42.0,7.0,16.1,24.0,210.0,31.6,23.7,56.9,7.0,6.0,0.0,0.0,ok
2023-12-06,Tomato,105,T19_N2P0K0,30.0,42.0,85.0,6.66,18.9,24.8,424.0,30.4,23.9,59.4,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,106,T21_N2P0K2,26.0,36.0,74.0,6.65,22.4,23.6,371.0,24.6,23.0,62.3,5.0,4.0,0.0,0.0,ok
2023-12-06,Tomato,107,T9_N0P2K2,20.0,29.0,57.0,6.63,25.0,23.6,288.0,28.8,22.8,62.9,4.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,110,T25_N2P2K0,26.0,37.0,76.0,6.63,23.0,24.0,377.0,31.2,22.7,61.7,2.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,111,T15_N1P1K2,21.0,30.0,60.0,6.76,23.6,23.6,301.0,32.0,22.7,60.4,4.0,1.0,0.0,0.0,ok
2023-12-06,Tomato,112,T25_N2P2K0,45.0,63.0,127.0,6.79,29.6,23.7,635.0,31.6,22.8,60.7,0.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,115,T19_N2P0K0,15.0,22.0,44.0,6.7,24.8,23.6,222.0,31.8,22.9,60.3,1.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,116,T26_N2P2K1,11.0,15.0,32.0,6.8,13.5,24.0,161.0,29.8,23.2,58.7,6.0,3.0,0.0,0.0,ok
2023-12-06,Tomato,117,T12_N1P0K2,32.0,45.0,90.0,6.6,22.2,24.0,450.0,31.3,23.5,57.4,5.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,120,T18_N1P2K2,26.0,37.0,75.0,6.64,20.7,24.2,372.0,31.2,23.7,57.1,3.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,121,T16_N1P2K0,28.0,40.0,80.0,6.67,17.6,24.4,404.0,31.7,23.8,58.0,0.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,122,T14_N1P1K1,7.0,11.0,21.0,6.61,20.9,24.8,110.0,28.9,23.9,58.4,2.0,1.0,0.0,0.0,ok
2023-12-06,Tomato,125,T16_N1P2K0,24.0,34.0,68.0,6.76,19.3,24.4,342.0,28.7,23.9,57.1,0.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,126,T24_N2P1K2,32.0,45.0,91.0,6.68,28.3,24.8,459.0,28.7,24.1,55.7,0.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,127,T20_N2P0K1,20.0,28.0,55.0,6.65,26.2,23.6,277.0,31.2,23.2,57.0,3.0,1.0,0.0,0.0,ok
2023-12-06,Tomato,130,T13_N1P1K0,13.0,18.0,37.0,6.79,19.6,23.2,190.0,35.7,23.0,58.3,4.0,2.0,0.0,0.0,ok
2023-12-06,Tomato,131,T15_N1P1K2,11.0,16.0,32.0,6.75,24.3,23.2,164.0,37.5,22.8,57.7,3.0,0.0,0.0,0.0,ok
2023-12-06,Tomato,132,T21_N2P0K2,17.0,24.0,49.0,6.6,25.1,23.2,249.0,38.0,22.5,58.8,3.0,0.0,0.0,0.0,ok
